ImageId,file_path_image,file_path_masks,file_path_mask,is_train,width,height,n_nuclei,file_path_centers,file_path_contours,file_path_contours_touching,vgg_features_clusters
03f583ec5018739f4abb9b3b4a580ac43bd933c4337ad8877aa18b1dfb59fc9a,../data/stage1_train/03f583ec5018739f4abb9b3b4a580ac43bd933c4337ad8877aa18b1dfb59fc9a/images/03f583ec5018739f4abb9b3b4a580ac43bd933c4337ad8877aa18b1dfb59fc9a.png,../data/stage1_train/03f583ec5018739f4abb9b3b4a580ac43bd933c4337ad8877aa18b1dfb59fc9a/masks,../nep/masks_overlayed/stage1_train/03f583ec5018739f4abb9b3b4a580ac43bd933c4337ad8877aa18b1dfb59fc9a.png,1,360,360,17,../nep/centers_overlayed/stage1_train/03f583ec5018739f4abb9b3b4a580ac43bd933c4337ad8877aa18b1dfb59fc9a.png,../nep/contours_overlayed/stage1_train/03f583ec5018739f4abb9b3b4a580ac43bd933c4337ad8877aa18b1dfb59fc9a.png,../nep/contours_touching_overlayed/stage1_train/03f583ec5018739f4abb9b3b4a580ac43bd933c4337ad8877aa18b1dfb59fc9a.png,7
0402a81e75262469925ea893b6706183832e85324f7b1e08e634129f5d522cdd,../data/stage1_train/0402a81e75262469925ea893b6706183832e85324f7b1e08e634129f5d522cdd/images/0402a81e75262469925ea893b6706183832e85324f7b1e08e634129f5d522cdd.png,../data/stage1_train/0402a81e75262469925ea893b6706183832e85324f7b1e08e634129f5d522cdd/masks,../nep/masks_overlayed/stage1_train/0402a81e75262469925ea893b6706183832e85324f7b1e08e634129f5d522cdd.png,1,347,260,125,../nep/centers_overlayed/stage1_train/0402a81e75262469925ea893b6706183832e85324f7b1e08e634129f5d522cdd.png,../nep/contours_overlayed/stage1_train/0402a81e75262469925ea893b6706183832e85324f7b1e08e634129f5d522cdd.png,../nep/contours_touching_overlayed/stage1_train/0402a81e75262469925ea893b6706183832e85324f7b1e08e634129f5d522cdd.png,1
04acab7636c4cf61d288a5962f15fa456b7bde31a021e5deedfbf51288e4001e,../data/stage1_train/04acab7636c4cf61d288a5962f15fa456b7bde31a021e5deedfbf51288e4001e/images/04acab7636c4cf61d288a5962f15fa456b7bde31a021e5deedfbf51288e4001e.png,../data/stage1_train/04acab7636c4cf61d288a5962f15fa456b7bde31a021e5deedfbf51288e4001e/masks,../nep/masks_overlayed/stage1_train/04acab7636c4cf61d288a5962f15fa456b7bde31a021e5deedfbf51288e4001e.png,1,256,256,82,../nep/centers_overlayed/stage1_train/04acab7636c4cf61d288a5962f15fa456b7bde31a021e5deedfbf51288e4001e.png,../nep/contours_overlayed/stage1_train/04acab7636c4cf61d288a5962f15fa456b7bde31a021e5deedfbf51288e4001e.png,../nep/contours_touching_overlayed/stage1_train/04acab7636c4cf61d288a5962f15fa456b7bde31a021e5deedfbf51288e4001e.png,8
05040e2e959c3f5632558fc9683fec88f0010026c555b499066346f67fdd0e13,../data/stage1_train/05040e2e959c3f5632558fc9683fec88f0010026c555b499066346f67fdd0e13/images/05040e2e959c3f5632558fc9683fec88f0010026c555b499066346f67fdd0e13.png,../data/stage1_train/05040e2e959c3f5632558fc9683fec88f0010026c555b499066346f67fdd0e13/masks,../nep/masks_overlayed/stage1_train/05040e2e959c3f5632558fc9683fec88f0010026c555b499066346f67fdd0e13.png,1,256,256,24,../nep/centers_overlayed/stage1_train/05040e2e959c3f5632558fc9683fec88f0010026c555b499066346f67fdd0e13.png,../nep/contours_overlayed/stage1_train/05040e2e959c3f5632558fc9683fec88f0010026c555b499066346f67fdd0e13.png,../nep/contours_touching_overlayed/stage1_train/05040e2e959c3f5632558fc9683fec88f0010026c555b499066346f67fdd0e13.png,1
0532c64c2fd0c4d3188cc751cdfd566b1cfba3d269358717295bab1504c7c275,../data/stage1_train/0532c64c2fd0c4d3188cc751cdfd566b1cfba3d269358717295bab1504c7c275/images/0532c64c2fd0c4d3188cc751cdfd566b1cfba3d269358717295bab1504c7c275.png,../data/stage1_train/0532c64c2fd0c4d3188cc751cdfd566b1cfba3d269358717295bab1504c7c275/masks,../nep/masks_overlayed/stage1_train/0532c64c2fd0c4d3188cc751cdfd566b1cfba3d269358717295bab1504c7c275.png,1,360,360,24,../nep/centers_overlayed/stage1_train/0532c64c2fd0c4d3188cc751cdfd566b1cfba3d269358717295bab1504c7c275.png,../nep/contours_overlayed/stage1_train/0532c64c2fd0c4d3188cc751cdfd566b1cfba3d269358717295bab1504c7c275.png,../nep/contours_touching_overlayed/stage1_train/0532c64c2fd0c4d3188cc751cdfd566b1cfba3d269358717295bab1504c7c275.png,7
05a8f65ebd0b30d3b210f30b4d640c847c2e710d0d135e0aeeaccbe1988e3b6e,../data/stage1_train/05a8f65ebd0b30d3b210f30b4d640c847c2e710d0d135e0aeeaccbe1988e3b6e/images/05a8f65ebd0b30d3b210f30b4d640c847c2e710d0d135e0aeeaccbe1988e3b6e.png,../data/stage1_train/05a8f65ebd0b30d3b210f30b4d640c847c2e710d0d135e0aeeaccbe1988e3b6e/masks,../nep/masks_overlayed/stage1_train/05a8f65ebd0b30d3b210f30b4d640c847c2e710d0d135e0aeeaccbe1988e3b6e.png,1,256,256,26,../nep/centers_overlayed/stage1_train/05a8f65ebd0b30d3b210f30b4d640c847c2e710d0d135e0aeeaccbe1988e3b6e.png,../nep/contours_overlayed/stage1_train/05a8f65ebd0b30d3b210f30b4d640c847c2e710d0d135e0aeeaccbe1988e3b6e.png,../nep/contours_touching_overlayed/stage1_train/05a8f65ebd0b30d3b210f30b4d640c847c2e710d0d135e0aeeaccbe1988e3b6e.png,4
06350c7cc618be442c15706db7a68e91f313758d224de4608f9b960106d4f9ca,../data/stage1_train/06350c7cc618be442c15706db7a68e91f313758d224de4608f9b960106d4f9ca/images/06350c7cc618be442c15706db7a68e91f313758d224de4608f9b960106d4f9ca.png,../data/stage1_train/06350c7cc618be442c15706db7a68e91f313758d224de4608f9b960106d4f9ca/masks,../nep/masks_overlayed/stage1_train/06350c7cc618be442c15706db7a68e91f313758d224de4608f9b960106d4f9ca.png,1,256,256,19,../nep/centers_overlayed/stage1_train/06350c7cc618be442c15706db7a68e91f313758d224de4608f9b960106d4f9ca.png,../nep/contours_overlayed/stage1_train/06350c7cc618be442c15706db7a68e91f313758d224de4608f9b960106d4f9ca.png,../nep/contours_touching_overlayed/stage1_train/06350c7cc618be442c15706db7a68e91f313758d224de4608f9b960106d4f9ca.png,0
06c779330d6d3447be21df2b9f05d1088f5b3b50dc48724fc130b1fd2896a68c,../data/stage1_train/06c779330d6d3447be21df2b9f05d1088f5b3b50dc48724fc130b1fd2896a68c/images/06c779330d6d3447be21df2b9f05d1088f5b3b50dc48724fc130b1fd2896a68c.png,../data/stage1_train/06c779330d6d3447be21df2b9f05d1088f5b3b50dc48724fc130b1fd2896a68c/masks,../nep/masks_overlayed/stage1_train/06c779330d6d3447be21df2b9f05d1088f5b3b50dc48724fc130b1fd2896a68c.png,1,360,360,30,../nep/centers_overlayed/stage1_train/06c779330d6d3447be21df2b9f05d1088f5b3b50dc48724fc130b1fd2896a68c.png,../nep/contours_overlayed/stage1_train/06c779330d6d3447be21df2b9f05d1088f5b3b50dc48724fc130b1fd2896a68c.png,../nep/contours_touching_overlayed/stage1_train/06c779330d6d3447be21df2b9f05d1088f5b3b50dc48724fc130b1fd2896a68c.png,7
072ff14c1d3245bf49ad6f1d4c71cdb18f1cb78a8e06fd2f53767e28f727cb81,../data/stage1_train/072ff14c1d3245bf49ad6f1d4c71cdb18f1cb78a8e06fd2f53767e28f727cb81/images/072ff14c1d3245bf49ad6f1d4c71cdb18f1cb78a8e06fd2f53767e28f727cb81.png,../data/stage1_train/072ff14c1d3245bf49ad6f1d4c71cdb18f1cb78a8e06fd2f53767e28f727cb81/masks,../nep/masks_overlayed/stage1_train/072ff14c1d3245bf49ad6f1d4c71cdb18f1cb78a8e06fd2f53767e28f727cb81.png,1,256,256,7,../nep/centers_overlayed/stage1_train/072ff14c1d3245bf49ad6f1d4c71cdb18f1cb78a8e06fd2f53767e28f727cb81.png,../nep/contours_overlayed/stage1_train/072ff14c1d3245bf49ad6f1d4c71cdb18f1cb78a8e06fd2f53767e28f727cb81.png,../nep/contours_touching_overlayed/stage1_train/072ff14c1d3245bf49ad6f1d4c71cdb18f1cb78a8e06fd2f53767e28f727cb81.png,0
07761fa39f60dc37022dbbe8d8694595fd5b77ceb2af2a2724768c8e524d6770,../data/stage1_train/07761fa39f60dc37022dbbe8d8694595fd5b77ceb2af2a2724768c8e524d6770/images/07761fa39f60dc37022dbbe8d8694595fd5b77ceb2af2a2724768c8e524d6770.png,../data/stage1_train/07761fa39f60dc37022dbbe8d8694595fd5b77ceb2af2a2724768c8e524d6770/masks,../nep/masks_overlayed/stage1_train/07761fa39f60dc37022dbbe8d8694595fd5b77ceb2af2a2724768c8e524d6770.png,1,256,256,5,../nep/centers_overlayed/stage1_train/07761fa39f60dc37022dbbe8d8694595fd5b77ceb2af2a2724768c8e524d6770.png,../nep/contours_overlayed/stage1_train/07761fa39f60dc37022dbbe8d8694595fd5b77ceb2af2a2724768c8e524d6770.png,../nep/contours_touching_overlayed/stage1_train/07761fa39f60dc37022dbbe8d8694595fd5b77ceb2af2a2724768c8e524d6770.png,0
077f026f4ab0f0bcc0856644d99cbf639e443ec4f067d7b708bc6cecac609424,../data/stage1_train/077f026f4ab0f0bcc0856644d99cbf639e443ec4f067d7b708bc6cecac609424/images/077f026f4ab0f0bcc0856644d99cbf639e443ec4f067d7b708bc6cecac609424.png,../data/stage1_train/077f026f4ab0f0bcc0856644d99cbf639e443ec4f067d7b708bc6cecac609424/masks,../nep/masks_overlayed/stage1_train/077f026f4ab0f0bcc0856644d99cbf639e443ec4f067d7b708bc6cecac609424.png,1,256,256,6,../nep/centers_overlayed/stage1_train/077f026f4ab0f0bcc0856644d99cbf639e443ec4f067d7b708bc6cecac609424.png,../nep/contours_overlayed/stage1_train/077f026f4ab0f0bcc0856644d99cbf639e443ec4f067d7b708bc6cecac609424.png,../nep/contours_touching_overlayed/stage1_train/077f026f4ab0f0bcc0856644d99cbf639e443ec4f067d7b708bc6cecac609424.png,3
07fb37aafa6626608af90c1e18f6a743f29b6b233d2e427dcd1102df6a916cf5,../data/stage1_train/07fb37aafa6626608af90c1e18f6a743f29b6b233d2e427dcd1102df6a916cf5/images/07fb37aafa6626608af90c1e18f6a743f29b6b233d2e427dcd1102df6a916cf5.png,../data/stage1_train/07fb37aafa6626608af90c1e18f6a743f29b6b233d2e427dcd1102df6a916cf5/masks,../nep/masks_overlayed/stage1_train/07fb37aafa6626608af90c1e18f6a743f29b6b233d2e427dcd1102df6a916cf5.png,1,696,520,313,../nep/centers_overlayed/stage1_train/07fb37aafa6626608af90c1e18f6a743f29b6b233d2e427dcd1102df6a916cf5.png,../nep/contours_overlayed/stage1_train/07fb37aafa6626608af90c1e18f6a743f29b6b233d2e427dcd1102df6a916cf5.png,../nep/contours_touching_overlayed/stage1_train/07fb37aafa6626608af90c1e18f6a743f29b6b233d2e427dcd1102df6a916cf5.png,8
08151b19806eebd58e5acec7e138dbfbb1761f41a1ab9620466584ecc7d5fada,../data/stage1_train/08151b19806eebd58e5acec7e138dbfbb1761f41a1ab9620466584ecc7d5fada/images/08151b19806eebd58e5acec7e138dbfbb1761f41a1ab9620466584ecc7d5fada.png,../data/stage1_train/08151b19806eebd58e5acec7e138dbfbb1761f41a1ab9620466584ecc7d5fada/masks,../nep/masks_overlayed/stage1_train/08151b19806eebd58e5acec7e138dbfbb1761f41a1ab9620466584ecc7d5fada.png,1,360,360,25,../nep/centers_overlayed/stage1_train/08151b19806eebd58e5acec7e138dbfbb1761f41a1ab9620466584ecc7d5fada.png,../nep/contours_overlayed/stage1_train/08151b19806eebd58e5acec7e138dbfbb1761f41a1ab9620466584ecc7d5fada.png,../nep/contours_touching_overlayed/stage1_train/08151b19806eebd58e5acec7e138dbfbb1761f41a1ab9620466584ecc7d5fada.png,7
08275a5b1c2dfcd739e8c4888a5ee2d29f83eccfa75185404ced1dc0866ea992,../data/stage1_train/08275a5b1c2dfcd739e8c4888a5ee2d29f83eccfa75185404ced1dc0866ea992/images/08275a5b1c2dfcd739e8c4888a5ee2d29f83eccfa75185404ced1dc0866ea992.png,../data/stage1_train/08275a5b1c2dfcd739e8c4888a5ee2d29f83eccfa75185404ced1dc0866ea992/masks,../nep/masks_overlayed/stage1_train/08275a5b1c2dfcd739e8c4888a5ee2d29f83eccfa75185404ced1dc0866ea992.png,1,1024,1024,98,../nep/centers_overlayed/stage1_train/08275a5b1c2dfcd739e8c4888a5ee2d29f83eccfa75185404ced1dc0866ea992.png,../nep/contours_overlayed/stage1_train/08275a5b1c2dfcd739e8c4888a5ee2d29f83eccfa75185404ced1dc0866ea992.png,../nep/contours_touching_overlayed/stage1_train/08275a5b1c2dfcd739e8c4888a5ee2d29f83eccfa75185404ced1dc0866ea992.png,5
08ae2741df2f5ac815c0f272a8c532b5167ee853be9b939b9b8b7fa93560868a,../data/stage1_train/08ae2741df2f5ac815c0f272a8c532b5167ee853be9b939b9b8b7fa93560868a/images/08ae2741df2f5ac815c0f272a8c532b5167ee853be9b939b9b8b7fa93560868a.png,../data/stage1_train/08ae2741df2f5ac815c0f272a8c532b5167ee853be9b939b9b8b7fa93560868a/masks,../nep/masks_overlayed/stage1_train/08ae2741df2f5ac815c0f272a8c532b5167ee853be9b939b9b8b7fa93560868a.png,1,256,256,7,../nep/centers_overlayed/stage1_train/08ae2741df2f5ac815c0f272a8c532b5167ee853be9b939b9b8b7fa93560868a.png,../nep/contours_overlayed/stage1_train/08ae2741df2f5ac815c0f272a8c532b5167ee853be9b939b9b8b7fa93560868a.png,../nep/contours_touching_overlayed/stage1_train/08ae2741df2f5ac815c0f272a8c532b5167ee853be9b939b9b8b7fa93560868a.png,0
091944f1d2611c916b98c020bd066667e33f4639159b2a92407fe5a40788856d,../data/stage1_train/091944f1d2611c916b98c020bd066667e33f4639159b2a92407fe5a40788856d/images/091944f1d2611c916b98c020bd066667e33f4639159b2a92407fe5a40788856d.png,../data/stage1_train/091944f1d2611c916b98c020bd066667e33f4639159b2a92407fe5a40788856d/masks,../nep/masks_overlayed/stage1_train/091944f1d2611c916b98c020bd066667e33f4639159b2a92407fe5a40788856d.png,1,1024,1024,44,../nep/centers_overlayed/stage1_train/091944f1d2611c916b98c020bd066667e33f4639159b2a92407fe5a40788856d.png,../nep/contours_overlayed/stage1_train/091944f1d2611c916b98c020bd066667e33f4639159b2a92407fe5a40788856d.png,../nep/contours_touching_overlayed/stage1_train/091944f1d2611c916b98c020bd066667e33f4639159b2a92407fe5a40788856d.png,5
094afe36759e7daffe12188ab5987581d405b06720f1d5acf3f2614f404df380,../data/stage1_train/094afe36759e7daffe12188ab5987581d405b06720f1d5acf3f2614f404df380/images/094afe36759e7daffe12188ab5987581d405b06720f1d5acf3f2614f404df380.png,../data/stage1_train/094afe36759e7daffe12188ab5987581d405b06720f1d5acf3f2614f404df380/masks,../nep/masks_overlayed/stage1_train/094afe36759e7daffe12188ab5987581d405b06720f1d5acf3f2614f404df380.png,1,256,256,65,../nep/centers_overlayed/stage1_train/094afe36759e7daffe12188ab5987581d405b06720f1d5acf3f2614f404df380.png,../nep/contours_overlayed/stage1_train/094afe36759e7daffe12188ab5987581d405b06720f1d5acf3f2614f404df380.png,../nep/contours_touching_overlayed/stage1_train/094afe36759e7daffe12188ab5987581d405b06720f1d5acf3f2614f404df380.png,4
0a7d30b252359a10fd298b638b90cb9ada3acced4e0c0e5a3692013f432ee4e9,../data/stage1_train/0a7d30b252359a10fd298b638b90cb9ada3acced4e0c0e5a3692013f432ee4e9/images/0a7d30b252359a10fd298b638b90cb9ada3acced4e0c0e5a3692013f432ee4e9.png,../data/stage1_train/0a7d30b252359a10fd298b638b90cb9ada3acced4e0c0e5a3692013f432ee4e9/masks,../nep/masks_overlayed/stage1_train/0a7d30b252359a10fd298b638b90cb9ada3acced4e0c0e5a3692013f432ee4e9.png,1,256,256,29,../nep/centers_overlayed/stage1_train/0a7d30b252359a10fd298b638b90cb9ada3acced4e0c0e5a3692013f432ee4e9.png,../nep/contours_overlayed/stage1_train/0a7d30b252359a10fd298b638b90cb9ada3acced4e0c0e5a3692013f432ee4e9.png,../nep/contours_touching_overlayed/stage1_train/0a7d30b252359a10fd298b638b90cb9ada3acced4e0c0e5a3692013f432ee4e9.png,1
0acd2c223d300ea55d0546797713851e818e5c697d073b7f4091b96ce0f3d2fe,../data/stage1_train/0acd2c223d300ea55d0546797713851e818e5c697d073b7f4091b96ce0f3d2fe/images/0acd2c223d300ea55d0546797713851e818e5c697d073b7f4091b96ce0f3d2fe.png,../data/stage1_train/0acd2c223d300ea55d0546797713851e818e5c697d073b7f4091b96ce0f3d2fe/masks,../nep/masks_overlayed/stage1_train/0acd2c223d300ea55d0546797713851e818e5c697d073b7f4091b96ce0f3d2fe.png,1,256,256,9,../nep/centers_overlayed/stage1_train/0acd2c223d300ea55d0546797713851e818e5c697d073b7f4091b96ce0f3d2fe.png,../nep/contours_overlayed/stage1_train/0acd2c223d300ea55d0546797713851e818e5c697d073b7f4091b96ce0f3d2fe.png,../nep/contours_touching_overlayed/stage1_train/0acd2c223d300ea55d0546797713851e818e5c697d073b7f4091b96ce0f3d2fe.png,3
0b0d577159f0d6c266f360f7b8dfde46e16fa665138bf577ec3c6f9c70c0cd1e,../data/stage1_train/0b0d577159f0d6c266f360f7b8dfde46e16fa665138bf577ec3c6f9c70c0cd1e/images/0b0d577159f0d6c266f360f7b8dfde46e16fa665138bf577ec3c6f9c70c0cd1e.png,../data/stage1_train/0b0d577159f0d6c266f360f7b8dfde46e16fa665138bf577ec3c6f9c70c0cd1e/masks,../nep/masks_overlayed/stage1_train/0b0d577159f0d6c266f360f7b8dfde46e16fa665138bf577ec3c6f9c70c0cd1e.png,1,696,520,7,../nep/centers_overlayed/stage1_train/0b0d577159f0d6c266f360f7b8dfde46e16fa665138bf577ec3c6f9c70c0cd1e.png,../nep/contours_overlayed/stage1_train/0b0d577159f0d6c266f360f7b8dfde46e16fa665138bf577ec3c6f9c70c0cd1e.png,../nep/contours_touching_overlayed/stage1_train/0b0d577159f0d6c266f360f7b8dfde46e16fa665138bf577ec3c6f9c70c0cd1e.png,0
